randomization,CR1,CR2,CR3,deval,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_trial_practice.keys,phase,correct,trials_practice_with_late.thisRepN,trials_practice_with_late.thisTrialN,trials_practice_with_late.thisN,trials_practice_with_late.thisIndex,trials_practice_with_late.ran,stimulus_practice,mapping_practice,key_resp_trial_practice.rt,trials_practice_exposure.thisRepN,trials_practice_exposure.thisTrialN,trials_practice_exposure.thisN,trials_practice_exposure.thisIndex,trials_practice_exposure.ran,duration_image_practice,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials_practice.ran,repeat,total_correct,trials_outer_practice.thisRepN,trials_outer_practice.thisTrialN,trials_outer_practice.thisN,trials_outer_practice.thisIndex,trials_outer_practice.ran,trials_exposure_training.thisRepN,trials_exposure_training.thisTrialN,trials_exposure_training.thisN,trials_exposure_training.thisIndex,trials_exposure_training.ran,stimulus_training,mapping_training,key_resp_trial_training.keys,key_resp_trial_training.rt,condition_new_t,trials_training_1.thisRepN,trials_training_1.thisTrialN,trials_training_1.thisN,trials_training_1.thisIndex,trials_training_1.ran,devaluated_image,trials_repeat_deval.thisRepN,trials_repeat_deval.thisTrialN,trials_repeat_deval.thisN,trials_repeat_deval.thisIndex,trials_repeat_deval.ran,condition_new_t2,trials_training2.thisRepN,trials_training2.thisTrialN,trials_training2.thisN,trials_training2.thisIndex,trials_training2.ran,feedback_training,slider.response,slider.rt,loop_rating.thisRepN,loop_rating.thisTrialN,loop_rating.thisN,loop_rating.thisIndex,loop_rating.ran,rating_stimulus,rating_condition,key_resp_trial.keys,condition_new,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_1.ran,stimulus,mapping,key_resp_trial.rt,trials_repeat_deval_2.thisRepN,trials_repeat_deval_2.thisTrialN,trials_repeat_deval_2.thisN,trials_repeat_deval_2.thisIndex,trials_repeat_deval_2.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,slider_exp_rating.response,slider_exp_rating.rt,trials_exp_rating.thisRepN,trials_exp_rating.thisTrialN,trials_exp_rating.thisN,trials_exp_rating.thisIndex,trials_exp_rating.ran,urge_stim,slider_urge_rating.response,slider_urge_rating.rt,slider_urge_sup_rating.response,slider_urge_sup_rating.rt
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,13,13,1,1,resources/Set2B.jpg,CR2,0.4045,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,14,14,28,1,resources/Set2B.jpg,CR2,0.5035,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,15,15,15,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,16,16,20,1,resources/Set2A.jpg,CR1,0.4813,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,17,17,6,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,18,18,0,1,resources/Set2B.jpg,CR2,0.4017,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,19,19,23,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,20,20,14,1,resources/Set2A.jpg,CR1,0.5053,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,21,21,21,1,resources/Set2A.jpg,CR1,0.4443,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,22,22,12,1,resources/Set2A.jpg,CR1,0.3159,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,23,23,10,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,24,24,27,1,resources/Set2A.jpg,CR1,0.4682,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,25,25,11,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,26,26,29,1,resources/Set2A.jpg,CR1,0.4831,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,27,27,7,1,resources/Set2B.jpg,CR2,0.474,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,28,28,24,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,29,29,9,1,resources/Set2B.jpg,CR2,0.498,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,resources/Set2B.jpg,CR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,resources/Set2A.jpg,CR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,0,0,18,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,1,1,27,1,resources/Set2A.jpg,CR1,0.5743,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,2,2,3,1,resources/Set2A.jpg,CR1,0.3918,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,3,3,9,1,resources/Set2B.jpg,CR2,0.4479,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,4,4,19,1,resources/Set2B.jpg,CR2,0.5002,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,5,5,5,1,resources/Set2B.jpg,CR2,0.3648,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,6,6,10,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,7,7,26,1,resources/Set2B.jpg,CR2,0.4657,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,8,8,29,1,resources/Set2A.jpg,CR1,0.4495,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,9,9,17,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,10,10,13,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,11,11,1,1,resources/Set2B.jpg,CR2,0.4586,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,12,12,15,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,13,13,6,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,14,14,14,1,resources/Set2A.jpg,CR1,0.5981,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,15,15,28,1,resources/Set2B.jpg,CR2,0.4228,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,16,16,22,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,17,17,0,1,resources/Set2B.jpg,CR2,0.4505,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,18,18,8,1,resources/Set2A.jpg,CR1,0.486,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,19,19,11,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,20,20,2,1,resources/Set2B.jpg,CR2,0.5053,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,21,21,23,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,22,22,25,1,resources/Set2B.jpg,CR2,0.4256,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,23,23,21,1,resources/Set2A.jpg,CR1,0.4699,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,0,24,24,7,1,resources/Set2B.jpg,CR2,0.4387,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,25,25,20,1,resources/Set2A.jpg,CR1,0.4044,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,26,26,4,1,resources/Set2A.jpg,CR1,0.6233,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,27,27,12,1,resources/Set2A.jpg,CR1,0.3266,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,0,28,28,24,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,0,29,29,16,1,resources/Set2A.jpg,CR1,0.348,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,0,0,21,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3159,,,,,,0,1,1,26,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3994,,,,,,0,2,2,0,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,3,3,3,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3023,,,,,,0,4,4,19,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,,,,,,resources/Set2C.jpg,CR3,,,,,,,0,5,5,24,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,,,,,,resources/Set2C.jpg,CR3,,,,,,,0,6,6,13,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,,,,,,resources/Set2C.jpg,CR3,,,,,,,0,7,7,18,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3705,,,,,,0,8,8,25,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,,,,,,resources/Set2C.jpg,CR3,,,,,,,0,9,9,6,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,10,10,4,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,11,11,8,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3506,,,,,,0,12,12,5,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3907,,,,,,0,13,13,28,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,14,14,20,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,15,15,14,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.334,,,,,,0,16,16,7,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3362,,,,,,0,17,17,9,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,resources/Set2A.jpg,CR1,,,,,,,0,18,18,12,1,,,,,,,,,,,,
,,,,,AHT_A8,2024-01-30_12h56.56.275,AHT_money_legacy,2022.2.3,Win32,59.52380952,,real_task_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,resources/Set2B.jpg,CR2,0.3007,,,,,,0,19,19,2,1,,,,,,,,,,,,
